number_people,timestamp,day_of_week,is_weekend,is_holiday,apparent_temperature,temperature,is_start_of_semester
15,30615,5,1,0,55.24,55.24,0
59,62408,5,1,0,64.03,64.03,0
33,52816,3,0,0,52.46,52.46,0
0,41413,3,0,0,50.46,50.46,0
0,78012,5,1,0,49.77,49.77,0
39,71416,5,1,0,58.24,58.24,0
82,82817,3,0,0,58.24,58.24,0
8,63772,1,0,0,65.69,65.69,0
37,45637,3,0,0,61.04,61.04,0
59,77413,6,1,0,63.49,63.49,0
3,70212,2,0,0,51.72,51.72,0
26,70815,5,1,0,60.77,60.77,0
38,43220,4,0,0,59.76,59.76,0
1,23413,6,1,0,54.97,54.97,0
28,2416,0,0,0,43.28,49.27,0
30,39620,1,0,0,52.24,52.24,0
63,45015,0,0,0,53.42,53.42,0
51,81012,4,0,0,53,53,0
39,48612,6,1,0,61.27,61.27,0
21,52207,5,1,0,63.68,63.68,0
71,58812,4,0,0,70.39,70.39,0
33,62413,6,1,0,59,59,0
33,42015,2,0,0,58.3,58.3,0
87,75014,1,0,0,53,53,0
86,82815,3,0,0,61.56,61.56,0
0,24699,0,0,0,46.67,49.49,0
16,3014,1,0,0,62,62,0
30,48612,6,1,0,55.18,55.18,0
65,63015,3,0,0,59.77,59.77,0
4,21016,3,0,0,48.53,48.53,0
49,39016,1,0,0,65.04,65.04,0
57,68411,3,0,0,63,63,0
37,48012,5,1,0,61.55,61.55,0
49,72016,3,0,0,55.49,55.49,0
0,75012,4,0,0,44.46,47.5,0
61,55812,3,0,0,73.07,73.07,0
48,81015,3,0,0,55.76,55.76,0
22,34213,4,0,0,56.72,56.72,0
53,55813,2,0,0,81.49,81.49,0
28,49809,6,1,0,67.22,67.22,0
67,74416,2,0,0,60.57,60.57,0
11,78014,5,1,0,46.96,47.8,0
19,30012,5,1,0,57.18,57.18,0
78,66623,0,0,0,54.8,54.8,0
37,53413,6,1,0,85.21,85.21,0
77,58811,5,1,0,65.8,65.8,1
84,76821,0,0,0,68.93,68.93,0
49,55812,1,0,0,58.16,58.16,0
0,22812,6,1,0,55.24,55.24,0
66,43215,0,0,0,69,69,1
36,60017,6,1,0,61.54,61.54,0
14,31817,6,1,0,51.33,51.33,0
43,61216,6,1,0,80.62,80.62,0
5,27012,5,1,0,51.11,51.11,0
40,37814,1,0,0,58.39,58.39,0
56,50418,4,0,0,57.53,57.53,1
57,72016,4,0,0,53.24,53.24,0
0,19213,4,0,0,54.63,54.63,0
38,81614,6,1,0,63.24,63.24,0
0,19287,1,0,0,60.8,60.8,0
52,55212,1,0,0,58.16,58.16,0
10,30614,6,1,0,56.33,56.33,0
28,72015,4,0,0,52.24,52.24,0
72,81614,0,0,1,55.26,55.26,1
55,64814,3,0,0,67.36,67.36,0
76,84012,0,0,0,62,62,0
51,44413,1,0,0,70,70,0
9,28214,4,0,0,54.96,54.96,0
45,63015,2,0,0,62.11,62.11,0
53,55811,6,1,0,57.22,57.22,0
54,67216,2,0,0,62.54,62.54,0
24,23413,2,0,0,58.53,58.53,0
38,80106,5,1,0,63.24,63.24,0
80,84627,2,0,0,62,62,0
0,73211,3,0,0,44.58,46.67,0
38,58814,6,1,0,75.11,75.11,0
7,21615,1,0,0,58.97,58.97,0
4,28816,6,1,0,56.33,56.33,0
56,85813,1,0,0,60.49,60.49,0
28,72015,3,0,0,58.81,58.81,0
57,73812,4,0,0,65.05,65.05,0
57,30012,2,0,0,71.08,71.08,0
48,51615,1,0,0,69.45,69.45,0
19,24014,2,0,0,66.02,66.02,0
56,58812,0,0,0,59.53,59.53,0
14,60015,4,0,0,63.73,63.73,0
43,52220,2,0,0,64.97,64.97,0
54,59414,6,1,0,57.73,57.73,0
82,66613,5,1,0,65.08,65.08,0
50,50484,3,0,0,81.76,81.76,0
64,38522,5,1,0,54,54,0
35,73274,4,0,0,68.8,68.8,0
59,63616,2,0,0,64.74,64.74,0
0,52212,3,0,0,53.7,53.7,0
61,42615,1,0,0,66.82,66.82,0
24,43213,5,1,0,53.49,53.49,0
68,44416,5,1,0,55.69,55.69,1
87,66010,2,0,0,57.7,57.7,1
52,43214,0,0,0,58.94,58.94,0
14,21622,2,0,0,51.55,51.55,1
87,48012,2,0,0,54.45,54.45,1
48,57015,0,0,0,51.72,51.72,0
41,49214,2,0,0,65.95,65.95,0
66,78614,4,0,0,65.04,65.04,0
59,71415,5,1,0,59.26,59.26,0
43,34813,5,1,0,50.97,50.97,0
86,81012,0,0,0,63.49,63.49,0
51,64213,6,1,0,50.51,50.51,0
59,60615,3,0,0,58.27,58.27,0
61,42015,0,0,1,56.51,56.51,1
9,64599,1,0,0,65.69,65.69,0
26,40813,6,1,0,61.93,61.93,0
0,64361,1,0,0,64.2,64.2,0
25,33612,4,0,0,49.04,49.04,0
46,82214,6,1,0,47.28,47.28,0
52,57013,3,0,0,65.27,65.27,0
1,25220,6,1,0,47.54,48.23,0
0,20415,3,0,0,36.45,41.92,0
61,37814,4,0,0,65.74,65.74,0
44,52212,6,1,0,67.99,67.99,0
50,35415,3,0,0,53.27,53.27,0
45,81626,5,1,0,68.5,68.5,1
22,85402,3,0,0,59.04,59.04,0
74,75616,1,0,0,59.23,59.23,0
46,59415,3,0,0,58.77,58.77,0
59,41414,2,0,0,53.04,53.04,1
39,51612,3,0,0,60,60,0
84,81612,1,0,0,60.49,60.49,0
18,33612,4,0,0,50.49,50.49,0
48,77416,1,0,0,55.73,55.73,0
75,60613,1,0,0,63.19,63.19,0
62,78614,0,0,0,63.51,63.51,1
80,82257,2,0,0,64,64,0
9,86120,2,0,0,66.24,66.24,0
20,48611,6,1,0,42.41,45.93,0
81,64214,3,0,0,67.99,67.99,0
31,28813,3,0,0,57.26,57.26,0
72,81013,0,0,0,64.59,64.59,0
8,1212,0,0,0,49.49,49.49,0
54,66614,5,1,0,60.3,60.3,0
60,46226,2,0,0,57.18,57.18,0
23,79215,2,0,0,57.04,57.04,0
41,85813,2,0,0,65.14,65.14,1
2,36013,0,0,0,44.97,44.97,0
36,34213,6,1,0,57.77,57.77,0
49,35419,3,0,0,58.11,58.11,0
63,61216,2,0,0,60.53,60.53,0
52,53425,2,0,0,61.42,61.42,0
19,24617,1,0,0,57.82,57.82,0
25,78614,0,0,0,56,56,0
89,74416,2,0,0,65.82,65.82,0
58,56413,3,0,0,61.54,61.54,0
45,75017,6,1,0,56.24,56.24,0
41,57042,2,0,0,56.68,56.68,0
45,36015,4,0,0,52.46,52.46,0
0,34812,4,0,0,44.12,46.8,0
3,27613,6,1,0,53.63,53.63,0
35,26414,0,0,0,55.51,55.51,0
63,45015,0,0,0,55,55,0
11,23415,3,0,0,54,54,0
81,64221,2,0,0,54.8,54.8,0
30,26415,0,0,0,61.46,61.46,0
6,26412,6,1,0,56.86,56.86,0
29,34217,0,0,0,52.74,52.74,0
11,22815,4,0,0,59.61,59.61,0
0,3618,3,0,0,42,44.26,0
58,76811,6,1,0,59.05,59.05,0
41,42620,4,0,0,60.92,60.92,0
49,71426,5,1,0,54,54,0
8,30013,6,1,0,64.16,64.16,0
1,26413,5,1,0,51.37,51.37,0
25,25228,0,0,0,61.46,61.46,0
28,45915,5,1,0,62.95,62.95,0
55,51614,4,0,0,53,53,0
56,61219,1,0,0,53.68,53.68,0
0,22811,3,0,0,41.77,44.14,0
44,60614,6,1,0,57.45,57.45,0
52,46218,0,0,0,70.11,70.11,0
69,44413,4,0,0,68.3,68.3,0
31,30013,3,0,0,54.45,54.45,0
6,84014,4,0,0,59.01,59.01,0
67,57614,3,0,0,75.92,75.92,0
30,38415,1,0,0,55.49,55.49,0
48,50418,4,0,0,53,53,0
1,21614,2,0,0,51.27,51.27,0
56,34214,1,0,0,49.73,49.73,0
28,63014,4,0,1,44.89,46.8,0
74,59414,3,0,0,65.73,65.73,0
36,60016,6,1,0,64.26,64.26,0
56,55213,4,0,0,59.43,59.43,0
32,28214,0,0,0,59.88,59.88,0
74,63614,1,0,0,52.53,52.53,0
72,57621,1,0,0,61.77,61.77,0
45,56413,2,0,0,55.33,55.33,0
18,31213,0,0,0,42.93,47.76,0
16,67213,0,0,0,67.74,67.74,0
57,42018,3,0,0,63.28,63.28,0
44,42614,2,0,0,46.31,49.65,0
55,33613,4,0,0,58.08,58.08,1
35,62414,5,1,0,74.06,74.06,0
15,25210,2,0,0,62.97,62.97,0
1,26412,5,1,0,50.49,50.49,0
69,34216,2,0,0,52.04,52.04,1
15,27019,4,0,0,55.05,55.05,0
82,69611,6,1,0,69.04,69.04,1
56,81614,0,0,1,61.77,61.77,0
33,39622,0,0,0,54.19,54.19,0
0,75013,2,0,0,47.5,49.11,0
40,79219,6,1,0,55.31,55.31,0
33,50415,1,0,0,72.72,72.72,0
79,82814,0,0,0,63.45,63.45,1
0,21158,0,0,0,50.82,50.82,0
21,38416,6,1,0,51.46,51.46,0
42,28816,0,0,0,63.45,63.45,0
42,27013,1,0,0,59,59,0
16,22812,4,0,0,60.53,60.53,0
43,48016,4,0,0,60.92,60.92,0
20,48608,5,1,0,63.71,63.71,0
49,76813,5,1,0,58.39,58.39,0
39,79212,0,0,0,62,62,0
53,38418,1,0,0,54.62,54.62,0
21,84609,0,0,0,62,62,0
30,37815,2,0,0,56.24,56.24,0
36,78613,5,1,0,52.76,52.76,0
41,73809,5,1,0,62.24,62.24,0
3,32415,6,1,0,44.29,48.77,0
0,3014,0,0,0,43.61,48.51,0
71,34213,2,0,0,61.76,61.76,0
1,27016,6,1,0,52.24,52.24,1
28,30013,4,0,0,53.65,53.65,0
3,3619,0,0,0,51.49,51.49,0
1,19214,0,0,0,55.33,55.33,0
67,70216,2,0,0,61.66,61.66,0
48,42007,6,1,0,66.29,66.29,0
0,27012,6,1,0,66.91,66.91,0
50,41414,4,0,0,62.93,62.93,0
17,26415,2,0,0,59.31,59.31,0
98,66012,1,0,0,64.53,64.53,0
52,57619,2,0,0,66.08,66.08,0
78,66612,0,0,0,67.55,67.55,1
107,61223,2,0,0,55.78,55.78,1
52,46817,0,0,0,63.66,63.66,0
41,30614,4,0,0,64.24,64.24,0
86,73212,0,0,0,55.24,55.24,1
53,46209,1,0,0,64.97,64.97,0
35,50412,5,1,0,66.45,66.45,0
49,41412,4,0,0,55.7,55.7,0
59,80412,6,1,0,61.66,61.66,0
103,66013,3,0,0,57.96,57.96,1
60,45016,3,0,0,61.41,61.41,0
1,1213,6,1,0,56.26,56.26,0
29,27015,1,0,0,50.63,50.63,0
42,26412,1,0,0,59,59,0
47,55812,3,0,0,59.23,59.23,0
44,50433,3,0,0,60.28,60.28,0
67,70212,3,0,0,69.84,69.84,0
30,31814,2,0,0,47.43,47.43,0
45,48013,1,0,0,56.43,56.43,0
36,34213,4,0,0,61.39,61.39,0
0,84607,5,1,0,63.24,63.24,0
40,44415,4,0,0,62.64,62.64,0
5,28211,5,1,0,62.24,62.24,0
21,62407,5,1,0,64.69,64.69,0
2,21620,6,1,0,46.22,49.27,1
29,31813,5,1,0,54,54,0
1,84612,2,0,0,47.49,47.49,0
41,72018,6,1,0,66.63,66.63,0
51,73817,1,0,0,60.22,60.22,0
19,22813,1,0,0,60,60,0
47,35422,2,0,0,62.76,62.76,0
26,31212,5,1,0,65.8,65.8,1
64,58812,0,0,0,68.73,68.73,0
38,80413,5,1,0,57.77,57.77,0
65,70815,0,0,0,57.05,57.05,0
33,27613,2,0,0,56.47,56.47,0
9,25214,2,0,0,45.69,45.69,0
54,57014,2,0,0,62.07,62.07,0
47,81613,5,1,0,57,57,0
33,67816,6,1,0,53.32,53.32,0
71,67814,6,1,0,64.28,64.28,0
23,24014,1,0,0,65.27,65.27,0
1,22812,2,0,0,51.27,51.27,0
80,71419,3,0,0,60.24,60.24,0
48,68414,5,1,0,59.04,59.04,0
52,82224,3,0,0,55.2,55.2,0
38,44412,6,1,0,58.19,58.19,0
86,72036,1,0,0,54.24,54.24,1
45,37215,1,0,0,54.51,54.51,0
31,30617,3,0,0,56.31,56.31,0
53,63015,0,0,0,66.92,66.92,0
51,61223,0,0,0,69.34,69.34,0
44,77409,0,0,0,62,62,0
88,74413,1,0,0,61.5,61.5,0
54,52215,4,0,0,61.91,61.91,0
0,78012,6,1,0,51.67,51.67,0
9,84614,2,0,0,66.24,66.24,0
29,31814,0,0,0,51.64,51.64,0
68,81014,1,0,0,64.97,64.97,0
47,66614,0,0,0,57.24,57.24,0
65,56436,0,0,0,75.93,75.93,0
18,73813,4,0,0,52.24,52.24,0
50,49222,5,1,0,58.93,58.93,0
59,71415,2,0,0,64,64,0
69,46821,0,0,1,59.33,59.33,1
7,84613,6,1,0,51.53,51.53,0
49,75622,3,0,0,52.49,52.49,0
0,1813,0,0,0,57,57,0
1,66611,3,0,0,43.83,47.27,0
37,57018,4,0,0,51.77,51.77,0
58,70813,5,1,0,59.52,59.52,0
81,66612,2,0,0,59.21,59.21,0
1,19813,4,0,0,54.63,54.63,0
40,30613,1,0,0,60.73,60.73,0
39,30015,4,0,0,53,53,0
5,84012,5,1,0,58.02,58.02,0
34,55813,5,1,0,61.18,61.18,0
32,81013,4,0,0,55.24,55.24,0
68,80414,1,0,0,63.73,63.73,1
47,75615,5,1,0,57.53,57.53,0
28,3013,4,0,0,51.03,51.03,0
0,66041,1,0,0,62.47,62.47,0
43,63616,4,0,0,57.97,57.97,0
35,3015,4,0,0,51.52,51.52,0
0,46813,4,0,0,50.42,50.42,0
14,32434,6,1,0,52.72,52.72,0
27,79217,3,0,0,57.51,57.51,0
32,52816,1,0,0,58.59,58.59,0
51,73835,0,0,0,58.82,58.82,0
59,43215,3,0,0,72.07,72.07,0
0,23460,6,1,0,62.28,62.28,0
63,72014,4,0,0,54.45,54.45,0
0,1212,5,1,0,51.27,51.27,0
0,19211,1,0,0,60,60,0
64,84613,2,0,0,63.64,63.64,0
29,52813,0,0,0,47.29,49.22,0
82,63012,6,1,0,61.81,61.81,0
10,3619,3,0,0,47.97,47.97,0
29,55822,6,1,0,67.49,67.49,0
36,38411,3,0,0,61.76,61.76,0
47,67814,6,1,0,58.53,58.53,0
85,80413,1,0,0,52.24,52.24,0
37,44412,5,1,0,66.63,66.63,0
40,84013,6,1,0,57.33,57.33,0
23,55214,2,0,0,61.95,61.95,0
24,2415,3,0,0,54.67,54.67,0
33,1812,1,0,0,60.2,60.2,0
67,43222,2,0,0,57.18,57.18,0
38,63615,4,0,1,44.89,46.8,0
37,34212,0,0,0,56.36,56.36,0
47,49214,1,0,0,56.43,56.43,0
40,36010,5,1,0,64.71,64.71,0
49,42619,1,0,0,60.39,60.39,0
31,42616,6,1,0,54.53,54.53,0
2,23415,6,1,0,46.22,49.27,1
32,42020,3,0,0,59.57,59.57,0
57,63613,6,1,0,55.24,55.24,0
7,26414,3,0,0,53.69,53.69,0
41,81015,0,0,0,55.33,55.33,0
70,81614,0,0,0,55.33,55.33,0
42,48027,4,0,0,56.63,56.63,0
74,75028,2,0,0,60.97,60.97,0
17,84614,2,0,0,46.88,48.77,0
56,48614,1,0,0,60.47,60.47,0
12,73814,4,0,0,59.32,59.32,0
48,52817,3,0,0,65.34,65.34,0
73,56419,2,0,0,55.7,55.7,1
39,57023,6,1,0,57.86,57.86,0
1,19212,0,0,0,40.9,46.27,0
12,24012,1,0,0,54.61,54.61,0
59,76812,4,0,0,64.77,64.77,0
32,31811,0,0,0,65.53,65.53,0
13,27014,1,0,0,53.27,53.27,0
60,42012,5,1,0,58.43,58.43,0
61,64216,6,1,0,64.26,64.26,0
37,34215,4,0,0,53.77,53.77,0
35,27014,3,0,0,55,55,0
30,33613,1,0,0,45.57,49.97,0
62,78017,2,0,0,64.76,64.76,0
25,26413,2,0,0,55.79,55.79,0
32,50420,4,0,0,51.01,51.01,0
39,48011,6,1,0,50.32,50.32,0
0,80411,0,0,0,43.59,46.27,0
63,78013,5,1,0,62.55,62.55,0
6,34814,1,0,0,58.39,58.39,0
55,82214,1,0,0,51.49,51.49,0
47,34213,2,0,0,53.2,53.2,0
27,49213,0,0,0,46.29,48.01,0
50,35415,2,0,0,65.24,65.24,0
58,37212,3,0,0,65.82,65.82,0
59,57014,3,0,0,61.54,61.54,0
58,55812,0,0,0,55.09,55.09,0
2,73211,0,0,0,57.24,57.24,0
45,49216,4,0,0,64.4,64.4,0
0,23413,6,1,0,61.31,61.31,0
31,53420,0,0,0,62,62,0
52,42988,0,0,0,58.84,58.84,0
32,73212,4,0,0,52.97,52.97,0
0,81012,6,1,0,51.49,51.49,0
46,39029,1,0,0,54.51,54.51,0
59,75615,4,0,0,53.24,53.24,0
0,73812,2,0,0,51.51,51.51,0
65,77414,3,0,0,58.28,58.28,0
44,45617,3,0,0,67.93,67.93,0
26,43216,5,1,0,71.89,71.89,0
45,49881,3,0,0,80.11,80.11,0
30,57618,5,1,0,69,69,0
28,70814,5,1,0,51.24,51.24,0
49,63615,1,0,0,51.77,51.77,0
84,64214,3,0,0,74,74,0
0,161,2,0,0,55.21,55.21,0
0,80411,4,0,0,43.63,46.3,0
2,19212,2,0,0,44.33,44.33,0
31,42016,3,0,0,51.33,51.33,0
35,1213,1,0,0,59.02,59.02,0
0,21013,4,0,0,44.26,44.26,0
49,30613,3,0,0,62.62,62.62,1
40,55813,1,0,0,65,65,0
44,57019,4,0,0,63,63,0
102,64815,2,0,0,68.59,68.59,0
38,81614,4,0,0,57.73,57.73,0
0,19812,6,1,0,65.16,65.16,0
60,36014,0,0,0,73.62,73.62,1
86,66011,0,0,0,67.59,67.59,0
0,81612,5,1,0,47.59,47.59,0
49,78041,0,0,0,46.35,49.24,0
70,52214,1,0,0,67.96,67.96,1
48,70212,5,1,0,58.24,58.24,0
35,72016,5,1,0,56.04,56.04,0
48,43218,3,0,0,59.55,59.55,0
68,81013,0,0,0,54.28,54.28,0
36,48011,6,1,0,61.27,61.27,0
0,50413,4,0,0,51.42,51.42,0
52,36014,5,1,0,55.63,55.63,0
1,80412,3,0,0,43.3,44.74,0
25,60012,6,1,0,79.85,79.85,0
56,68420,1,0,0,55.08,55.08,0
51,46214,3,0,0,72.07,72.07,0
77,79220,0,0,0,58.05,58.05,0
75,73812,1,0,0,61.5,61.5,0
26,37816,2,0,0,50.32,50.32,0
3,31813,0,0,0,42.49,42.49,0
48,41414,4,0,0,59.8,59.8,0
32,24012,0,0,0,63.18,63.18,1
2,27013,5,1,0,52.45,52.45,1
26,24013,3,0,0,61.59,61.59,0
0,85215,4,0,0,56.24,56.24,0
16,22811,0,0,0,52.64,52.64,0
0,20415,5,1,0,55.56,55.56,1
55,60684,4,0,0,54.77,54.77,0
71,74412,2,0,0,55.04,55.04,0
50,80412,3,0,0,55.73,55.73,0
47,86,4,0,0,58.56,58.56,1
58,78617,3,0,0,57.05,57.05,0
41,53415,0,0,0,65.18,65.18,0
59,75017,5,1,0,53.73,53.73,0
52,73212,6,1,0,60.24,60.24,0
0,19211,0,0,0,57.04,57.04,0
28,23412,0,0,0,62.24,62.24,0
17,25221,4,0,0,52.61,52.61,0
80,69612,4,0,0,66.51,66.51,0
11,27014,0,0,1,53.97,53.97,1
55,85814,1,0,0,60.77,60.77,0
28,46215,5,1,0,47.83,49.81,0
46,45014,0,0,0,65.28,65.28,0
35,43215,6,1,0,63.77,63.77,0
46,52212,1,0,0,60.73,60.73,0
48,46816,2,0,0,61.43,61.43,0
17,80413,4,0,0,50.67,50.67,0
77,39620,0,0,0,54.46,54.46,1
60,39020,0,0,0,65.64,65.64,0
26,39314,3,0,0,64.22,64.22,0
59,79218,3,0,0,59.62,59.62,0
79,66612,3,0,0,77.91,77.91,1
74,76812,4,0,0,60.49,60.49,0
18,27015,3,0,0,55,55,0
50,46215,1,0,0,57.42,57.42,0
17,48013,6,1,0,54,54,0
81,79217,1,0,0,57,57,0
85,70213,4,0,0,63,63,0
41,1812,3,0,0,64.73,64.73,0
55,82232,2,0,0,59.39,59.39,0
48,73811,4,0,0,54,54,0
66,41414,0,0,1,56.51,56.51,1
87,78014,2,0,0,62.53,62.53,0
30,55209,2,0,0,66.87,66.87,0
59,37213,3,0,0,60.92,60.92,0
19,3014,4,0,0,61.54,61.54,0
9,21617,4,0,0,56.24,56.24,1
11,75614,0,0,0,57.04,57.04,0
36,40814,3,0,0,51.33,51.33,0
36,61216,1,0,0,57.49,57.49,0
46,66614,1,0,0,54.04,54.04,0
6,84012,5,1,0,63.49,63.49,0
35,82213,4,0,0,64.55,64.55,0
48,33611,2,0,0,60.34,60.34,0
24,56415,6,1,0,69,69,0
67,67814,3,0,0,61.54,61.54,0
22,52212,0,0,0,47.29,49.22,0
10,64844,1,0,0,64.97,64.97,0
71,67215,3,0,0,57.07,57.07,1
30,64817,1,0,0,56.96,56.96,0
74,72015,3,0,0,63.04,63.04,1
23,48614,3,0,0,63.76,63.76,0
27,50413,1,0,0,67.69,67.69,0
48,48037,1,0,0,68.42,68.42,0
89,63613,1,0,0,56.97,56.97,0
5,62757,1,0,0,65.69,65.69,0
20,25225,4,0,0,61.24,61.24,0
0,74412,1,0,0,55.24,55.24,0
44,49814,3,0,0,65.04,65.04,1
30,57016,6,1,0,54.33,54.33,0
25,24616,1,0,0,52.11,52.11,0
32,48012,5,1,0,55,55,0
52,35415,2,0,0,53.2,53.2,0
0,25216,6,1,0,62.78,62.78,0
77,61215,3,0,0,70.9,70.9,0
69,70813,3,0,0,69.84,69.84,0
61,61230,5,1,0,78.86,78.86,0
48,51608,5,1,0,66.45,66.45,0
0,82214,3,0,0,46.75,49.99,0
54,73813,2,0,0,64,64,0
60,39618,0,0,0,56.18,56.18,0
53,71413,1,0,0,51.24,51.24,0
44,66613,6,1,0,63.69,63.69,0
0,42613,4,0,0,44.4,48.42,0
47,60616,3,0,0,59.53,59.53,0
57,77413,2,0,0,63.73,63.73,0
63,64213,3,0,0,69.2,69.2,0
71,72016,1,0,0,44.85,47.8,0
70,44412,4,0,0,65.42,65.42,0
47,58813,1,0,0,53,53,0
1,1813,5,1,0,54.24,54.24,1
34,28214,0,0,0,60.96,60.96,0
81,78013,1,0,0,57.32,57.32,0
47,45014,1,0,0,70,70,0
24,81612,3,0,0,52.28,52.28,0
54,54015,4,0,0,58.28,58.28,0
34,30013,3,0,0,56.62,56.62,0
45,82218,5,1,0,53.24,53.24,1
26,31814,1,0,0,45.04,48.45,0
51,37828,2,0,0,57.9,57.9,0
61,62411,5,1,0,60.05,60.05,0
66,84612,1,0,0,67,67,0
88,74414,4,0,0,62.72,62.72,0
0,13,6,1,0,55.76,55.76,0
46,37216,3,0,0,59.24,59.24,0
38,40823,5,1,0,67.4,67.4,0
70,63013,2,0,0,68.87,68.87,0
32,53411,2,0,0,66.15,66.15,0
59,44413,0,0,1,57.72,57.72,1
67,80418,2,0,0,60.49,60.49,0
103,64215,2,0,0,66.78,66.78,0
10,30011,6,1,0,62.93,62.93,0
53,45615,2,0,0,63.51,63.51,0
63,66615,4,0,0,53.73,53.73,0
2,20416,3,0,0,60.76,60.76,0
21,75015,2,0,0,43.54,47.8,0
124,76812,2,0,0,66.46,66.46,0
67,74415,2,0,0,53.53,53.53,0
67,84014,3,0,0,59,59,0
64,75014,6,1,0,65.65,65.65,1
35,74417,0,0,0,55.53,55.53,0
27,24616,4,0,0,58.49,58.49,0
89,60619,0,0,0,54.53,54.53,0
72,58812,0,0,0,61.05,61.05,0
44,33616,1,0,0,53.04,53.04,0
48,45614,5,1,0,61.97,61.97,0
23,45013,6,1,0,53.24,53.24,0
69,59416,4,0,0,60.53,60.53,0
60,72015,4,0,0,65.82,65.82,0
21,55206,6,1,0,66.99,66.99,0
1,19212,6,1,0,57.73,57.73,0
0,33638,0,0,0,50.7,50.7,0
56,60617,4,0,0,62,62,0
43,34213,4,0,0,56.34,56.34,0
93,62412,1,0,0,68.89,68.89,0
81,75028,4,0,0,66.31,66.31,0
3,84612,5,1,0,63.49,63.49,0
36,66014,6,1,0,71.29,71.29,0
45,70815,4,0,0,55.49,55.49,0
12,62818,1,0,0,65.69,65.69,0
19,1211,0,0,0,65.8,65.8,1
47,48013,2,0,0,65.95,65.95,0
37,49813,4,0,0,63.36,63.36,0
65,76813,4,0,0,54.24,54.24,1
35,1214,1,0,0,54.47,54.47,0
1,24613,6,1,0,65.8,65.8,1
67,58827,4,0,0,68,68,0
40,58811,5,1,0,65.07,65.07,0
53,37812,4,0,0,66.08,66.08,0
51,54024,1,0,0,79.25,79.25,0
38,70216,5,1,0,58.73,58.73,0
42,64813,6,1,0,46.14,50,0
82,74413,3,0,0,65.73,65.73,0
58,84611,6,1,0,57.33,57.33,0
92,66616,0,0,0,61.72,61.72,0
71,81012,3,0,0,54.56,54.56,0
47,42014,2,0,0,66.08,66.08,0
60,75014,4,0,0,61.54,61.54,0
1,85214,5,1,0,47.8,47.8,0
52,63615,1,0,0,59.33,59.33,0
54,35415,1,0,0,69.49,69.49,0
33,55812,0,0,0,47.97,49.42,0
3,26411,5,1,0,63,63,0
60,75018,3,0,0,56.39,56.39,0
0,15,6,1,0,62.49,62.49,0
49,52214,5,1,0,58.12,58.12,0
25,81610,3,0,0,62,62,0
32,82814,5,1,0,62.24,62.24,0
18,24016,3,0,0,58.73,58.73,0
88,67213,1,0,0,66.74,66.74,0
28,45012,5,1,0,47.83,49.81,0
84,68416,0,0,0,65.53,65.53,0
23,24614,0,0,0,44.82,44.82,0
40,1212,0,0,0,63.24,63.24,0
38,43214,1,0,0,57.77,57.77,0
9,1214,3,0,0,46.75,48.97,0
45,48024,3,0,0,57.18,57.18,0
40,77407,3,0,0,65.01,65.01,0
0,24012,3,0,0,41.77,44.14,0
0,24608,6,1,0,61.04,61.04,0
28,49812,0,0,0,70.75,70.75,0
69,64215,4,0,0,58.01,58.01,0
2,1812,6,1,0,61,61,0
58,40812,2,0,0,59.22,59.22,0
29,30007,2,0,0,63.5,63.5,0
44,49814,1,0,0,66.8,66.8,0
63,75015,2,0,0,64,64,0
66,79218,2,0,0,53.49,53.49,1
34,37216,2,0,0,62.19,62.19,0
46,54015,1,0,0,63.98,63.98,0
34,37214,5,1,0,58.93,58.93,0
12,1815,1,0,0,53.04,53.04,0
0,77412,3,0,0,43.85,47.27,0
1,21615,3,0,0,58.49,58.49,0
26,46215,6,1,0,55.22,55.22,0
56,57015,3,0,0,66.61,66.61,0
0,1812,2,0,0,45.59,45.59,0
0,84614,2,0,0,46.73,46.73,0
0,19211,6,1,0,65.8,65.8,1
44,1815,3,0,0,51.55,51.55,1
53,41415,0,0,0,59,59,0
37,82812,2,0,0,64.49,64.49,0
27,3012,4,0,0,61.13,61.13,0
57,75645,3,0,0,62,62,0
54,39026,3,0,0,62.08,62.08,0
66,44413,3,0,0,58.89,58.89,1
0,70212,5,1,0,49.05,49.05,0
61,75014,3,0,0,61.54,61.54,0
15,82221,6,1,0,50.53,50.53,0
31,26414,2,0,0,56.24,56.24,0
1,3015,5,1,0,55.24,55.24,0
44,28225,2,0,0,51.76,51.76,1
41,49918,6,1,0,56.97,56.97,0
51,39014,3,0,0,58.51,58.51,0
1,19813,3,0,0,62.27,62.27,0
37,38419,0,0,0,51.3,51.3,0
54,66617,2,0,0,57.19,57.19,0
35,53418,3,0,0,58.56,58.56,0
50,32414,2,0,0,61.76,61.76,0
34,54017,2,0,0,42.01,46.04,0
44,54015,0,0,0,61.49,61.49,0
2,27012,5,1,0,63,63,0
50,81012,6,1,0,65.8,65.8,1
73,68417,4,0,0,62.49,62.49,0
51,61237,5,1,0,64.55,64.55,0
2,84612,5,1,0,54,54,0
7,25214,6,1,0,53.8,53.8,0
40,35420,6,1,0,65.8,65.8,1
0,22876,5,1,0,48.23,48.23,0
3,36016,1,0,0,59.05,59.05,0
31,49816,3,0,0,65.39,65.39,0
41,48014,0,0,0,57.68,57.68,0
72,67811,1,0,0,65.22,65.22,0
56,44415,1,0,0,55.42,55.42,0
0,3611,5,1,0,62,62,0
